ID,RA_1,Dec_1,PhotoFlag,FWHM,r_petro,er_petro
SPLUS.STRIPE82-0087.81579.griz,300.9852,-0.5859,3,42.37,16.8,0.03
SPLUS.STRIPE82-0087.81645.griz,300.9916,-0.5745,2,9.51,16.35,0.02
SPLUS.STRIPE82-0087.82662.griz,300.6938,-0.573,3,6.12,16.35,0.02
SPLUS.STRIPE82-0087.83217.griz,300.6935,-0.5697,3,10.62,15.91,0.02
SPLUS.STRIPE82-0087.83644.griz,299.9262,-0.5624,3,5.32,16.28,0.02
SPLUS.STRIPE82-0087.83646.griz,300.2882,-0.5571,3,6.06,16.48,0.02
SPLUS.STRIPE82-0087.83694.griz,301.0736,-0.6756,3,18.05,13.73,0.02
SPLUS.STRIPE82-0087.84238.griz,300.0559,-0.5658,3,60.09,15.52,0.02
SPLUS.STRIPE82-0087.84514.griz,300.4714,-0.5589999999999999,3,43.4,16.73,0.03
SPLUS.STRIPE82-0087.84963.griz,300.0584,-0.5615,3,61.84,15.05,0.02
SPLUS.STRIPE82-0087.85005.griz,299.8266,-0.5522,3,7.87,16.44,0.02
SPLUS.STRIPE82-0087.85205.griz,300.3206,-0.547,2,7.8,16.18,0.02
SPLUS.STRIPE82-0087.85414.griz,300.6866,-0.5827,3,10.26,16.28,0.02
SPLUS.STRIPE82-0087.86143.griz,300.2984,-0.5342,3,7.46,16.5,0.02
SPLUS.STRIPE82-0087.86152.griz,300.4977,-0.5329,3,7.46,15.92,0.02
SPLUS.STRIPE82-0087.87214.griz,300.0432,-0.5372,3,52.93,15.14,0.02
SPLUS.STRIPE82-0087.88730.griz,300.1756,-0.5077,3,4.89,16.87,0.02
SPLUS.STRIPE82-0087.88743.griz,300.0546,-0.5292,3,9.16,15.41,0.02
SPLUS.STRIPE82-0087.89731.griz,299.8517,-0.5041,3,13.29,16.35,0.02
SPLUS.STRIPE82-0087.92516.griz,299.8346,-0.4785,3,6.58,15.68,0.02
SPLUS.STRIPE82-0087.92570.griz,300.3391,-0.47,3,7.07,16.56,0.02
SPLUS.STRIPE82-0087.93577.griz,299.8118,-0.4739,3,11.79,16.46,0.02
SPLUS.STRIPE82-0087.93788.griz,300.3152,-0.4612,3,24.04,16.91,0.02
SPLUS.STRIPE82-0087.94534.griz,300.3117,-0.4573,3,4.74,16.61,0.02
SPLUS.STRIPE82-0087.95033.griz,300.0551,-0.4467,3,5.32,16.97,0.02
SPLUS.STRIPE82-0087.95924.griz,300.2663,-0.442,3,4.99,16.22,0.02
SPLUS.STRIPE82-0087.96228.griz,300.4038,-0.4369,3,5.72,16.53,0.02
SPLUS.STRIPE82-0087.96936.griz,300.3658,-0.4571,3,6.65,16.66,0.02
SPLUS.STRIPE82-0087.97266.griz,299.7471,-0.4419,3,48.36,16.85,0.02
SPLUS.STRIPE82-0087.97989.griz,299.7526,-0.4395,3,75.11,15.78,0.02
SPLUS.STRIPE82-0087.98180.griz,299.7409,-0.4405,3,4.47,14.98,0.02
SPLUS.STRIPE82-0087.98651.griz,301.0726,-0.4209,3,42.95,16.82,0.03
SPLUS.STRIPE82-0087.99999.griz,299.7421,-0.4026,3,4.27,15.87,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7166,-0.4172,3,41.93,15.71,0.02
SPLUS.STRIPE82-0087.99999.griz,299.765,-0.4122,3,123.82,16.23,0.03
SPLUS.STRIPE82-0087.99999.griz,300.2498,-0.3808,3,4.82,16.98,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7312,-0.3891,3,69.47,16.19,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7376,-0.3892,3,45.73,16.89,0.03
SPLUS.STRIPE82-0087.99999.griz,300.7243,-0.3773,3,96.47,15.65,0.02
SPLUS.STRIPE82-0087.99999.griz,300.5183,-0.3626,3,6.51,16.53,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7092,-0.3662,3,31.24,15.32,0.02
SPLUS.STRIPE82-0087.99999.griz,300.10400000000004,-0.3569,2,44.02,16.3,0.02
SPLUS.STRIPE82-0087.99999.griz,299.8448,-0.3804,3,7.9,13.96,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9087,-0.3108,3,5.62,16.24,0.02
SPLUS.STRIPE82-0087.99999.griz,299.722,-0.3068,3,7.69,16.56,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9129,-0.3098,3,33.74,15.9,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9257,-0.3086,3,57.46,16.28,0.02
SPLUS.STRIPE82-0087.99999.griz,300.6875,-0.2814,3,23.35,16.58,0.02
SPLUS.STRIPE82-0087.99999.griz,301.0651,-0.2522,3,10.28,16.78,0.02
SPLUS.STRIPE82-0087.99999.griz,299.848,-0.2564,2,8.08,16.78,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4116,-0.2092,3,10.71,10.58,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4517,-0.2094,3,5.36,16.6,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4182,-0.2235,3,9.82,15.28,0.02
SPLUS.STRIPE82-0087.99999.griz,300.1569,-0.2087,3,45.66,16.07,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4008,-0.2085,3,8.23,14.47,0.02
SPLUS.STRIPE82-0087.99999.griz,300.254,-0.1907,3,51.19,16.92,0.02
SPLUS.STRIPE82-0087.99999.griz,300.3895,-0.1895,3,74.67,16.07,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7918,-0.1982,3,64.07,16.86,0.04
SPLUS.STRIPE82-0087.99999.griz,300.4115,-0.1827,3,39.4,16.36,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4412,-0.1868,3,35.35,16.32,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9844,-0.1822,3,8.45,15.2,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4032,-0.1848,3,34.38,15.48,0.02
SPLUS.STRIPE82-0087.99999.griz,299.763,-0.1697,3,5.97,16.09,0.02
SPLUS.STRIPE82-0087.99999.griz,300.3644,-0.1798,3,59.88,16.83,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4695,-0.1572,3,8.32,16.64,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4211,-0.1855,3,136.8,13.95,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7782,-0.1485,3,69.78,16.25,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4271,-0.1516,2,13.7,16.71,0.02
SPLUS.STRIPE82-0087.99999.griz,299.8413,-0.1402,1,7.54,16.9,0.02
SPLUS.STRIPE82-0087.99999.griz,300.5402,-0.1431,3,15.83,16.19,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7728,-0.1509,3,51.1,16.0,0.02
SPLUS.STRIPE82-0087.99999.griz,300.2058,-0.1459,3,21.49,16.38,0.02
SPLUS.STRIPE82-0087.99999.griz,301.028,-0.1318,3,21.82,16.02,0.02
SPLUS.STRIPE82-0087.99999.griz,300.943,-0.129,0,4.45,16.95,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7658,-0.1384,3,57.06,16.59,0.02
SPLUS.STRIPE82-0087.99999.griz,300.4239,-0.1642,3,7.53,16.23,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7432,-0.1479,3,98.19,16.34,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7601,-0.132,3,46.31,15.68,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7727,-0.1353,3,4.44,16.07,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9322,-0.0529,3,9.35,16.31,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7076,-0.0547,3,9.12,16.85,0.02
SPLUS.STRIPE82-0087.99999.griz,300.9569,-0.1095,3,5.6,16.2,0.02
SPLUS.STRIPE82-0087.99999.griz,301.0685,-0.1054,3,6.68,16.12,0.02
SPLUS.STRIPE82-0087.99999.griz,300.7134,-0.1065,3,4.89,16.74,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7655,-0.1237,3,54.3,16.12,0.03
SPLUS.STRIPE82-0087.99999.griz,300.1682,0.0115,3,4.85,16.5,0.02
SPLUS.STRIPE82-0087.99999.griz,300.0751,0.0242,3,9.93,15.85,0.02
SPLUS.STRIPE82-0087.99999.griz,300.6812,-0.0013,3,5.46,16.81,0.02
SPLUS.STRIPE82-0087.99999.griz,299.9553,-0.0378,3,7.02,14.31,0.02
SPLUS.STRIPE82-0087.99999.griz,300.6363,-0.0194,3,17.01,16.66,0.02
SPLUS.STRIPE82-0087.99999.griz,299.8518,0.0066,3,8.58,15.91,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7756,-0.1328,3,64.46,15.54,0.02
SPLUS.STRIPE82-0087.99999.griz,300.70099999999996,-0.0435,3,8.26,16.33,0.02
SPLUS.STRIPE82-0087.99999.griz,299.7809,-0.051,3,5.61,16.73,0.02
SPLUS.STRIPE82-0087.99999.griz,300.2433,-0.0568,3,6.4,16.09,0.02
SPLUS.STRIPE82-0087.99999.griz,300.0726,-0.0462,3,17.43,16.41,0.02
SPLUS.STRIPE82-0087.99999.griz,300.2602,-0.0569,3,10.81,16.15,0.02
SPLUS.STRIPE82-0088.03071.griz,300.3126,0.0497,3,7.86,16.1,0.02
SPLUS.STRIPE82-0088.04604.griz,300.4495,0.0593,3,45.89,15.45,0.02
SPLUS.STRIPE82-0088.04689.griz,300.4637,0.0628,3,58.27,10.99,0.02
SPLUS.STRIPE82-0088.05458.griz,300.4476,0.0622,3,91.39,16.05,0.03
SPLUS.STRIPE82-0088.07063.griz,300.1141,0.0931,3,5.96,16.58,0.02
SPLUS.STRIPE82-0088.08428.griz,300.8816,0.1002,3,59.35,15.79,0.02
SPLUS.STRIPE82-0088.08672.griz,299.9224,0.1112,3,9.24,16.15,0.02
SPLUS.STRIPE82-0088.08783.griz,300.4165,0.1044,3,7.36,16.15,0.03
SPLUS.STRIPE82-0088.08967.griz,300.2496,0.1105,3,5.81,15.94,0.02
SPLUS.STRIPE82-0088.09273.griz,300.8737,0.1045,3,85.94,16.28,0.03
SPLUS.STRIPE82-0088.10706.griz,299.8585,0.1389,3,7.55,16.94,0.02
SPLUS.STRIPE82-0088.10874.griz,299.8865,0.1184,3,72.35,15.12,0.02
SPLUS.STRIPE82-0088.11360.griz,300.3977,0.1438,3,5.35,16.3,0.02
SPLUS.STRIPE82-0088.14113.griz,299.7018,0.1615,3,10.51,16.03,0.02
SPLUS.STRIPE82-0088.14486.griz,299.7153,0.1753,3,37.88,15.48,0.02
SPLUS.STRIPE82-0088.14853.griz,300.7634,0.1798,3,6.49,16.86,0.03
SPLUS.STRIPE82-0088.15840.griz,300.4661,0.1847,3,50.31,14.96,0.02
SPLUS.STRIPE82-0088.15852.griz,300.7846,0.191,3,6.11,16.67,0.02
SPLUS.STRIPE82-0088.16000.griz,300.1711,0.1897,3,5.19,16.72,0.02
SPLUS.STRIPE82-0088.16110.griz,300.4359,0.1871,3,17.49,15.59,0.02
SPLUS.STRIPE82-0088.16347.griz,299.9079,0.1981,2,10.12,16.23,0.02
SPLUS.STRIPE82-0088.16655.griz,300.4141,0.1844,3,6.73,15.93,0.02
SPLUS.STRIPE82-0088.17490.griz,299.9279,0.1792,3,68.59,15.46,0.02
SPLUS.STRIPE82-0088.18559.griz,299.9193,0.19399999999999998,3,80.66,11.54,0.02
SPLUS.STRIPE82-0088.18710.griz,300.2566,0.2195,3,6.14,16.95,0.02
SPLUS.STRIPE82-0088.18944.griz,300.6908,0.2259,2,8.4,16.83,0.02
SPLUS.STRIPE82-0088.19883.griz,300.3562,0.2321,3,10.06,16.7,0.02
SPLUS.STRIPE82-0088.20497.griz,300.2225,0.2407,0,5.9,16.5,0.02
SPLUS.STRIPE82-0088.21343.griz,300.49,0.2386,3,51.73,16.97,0.04
SPLUS.STRIPE82-0088.22687.griz,300.1509,0.2609,3,6.56,16.95,0.02
SPLUS.STRIPE82-0088.23004.griz,300.9666,0.2663,2,7.57,16.79,0.02
SPLUS.STRIPE82-0088.24307.griz,300.1046,0.27899999999999997,3,6.49,16.82,0.02
SPLUS.STRIPE82-0088.25547.griz,300.0681,0.281,3,9.73,16.62,0.02
SPLUS.STRIPE82-0088.26724.griz,300.6295,0.3001,3,11.87,16.69,0.03
SPLUS.STRIPE82-0088.27215.griz,299.7179,0.3063,0,6.95,16.25,0.02
SPLUS.STRIPE82-0088.28030.griz,300.8789,0.3039,3,61.71,15.03,0.02
SPLUS.STRIPE82-0088.28962.griz,299.8095,0.3224,3,8.86,15.91,0.02
SPLUS.STRIPE82-0088.29312.griz,299.9896,0.3298,3,9.11,16.35,0.02
SPLUS.STRIPE82-0088.30246.griz,300.7868,0.337,3,4.6,16.34,0.02
SPLUS.STRIPE82-0088.30606.griz,300.1141,0.3343,3,34.84,16.85,0.03
SPLUS.STRIPE82-0088.32112.griz,299.80400000000003,0.3594,3,13.49,16.88,0.02
SPLUS.STRIPE82-0088.32798.griz,299.7012,0.3464,3,98.51,16.53,0.06
SPLUS.STRIPE82-0088.32985.griz,300.9222,0.3679,3,8.8,16.75,0.02
SPLUS.STRIPE82-0088.33311.griz,300.8207,0.3729,2,6.95,16.62,0.02
SPLUS.STRIPE82-0088.33754.griz,300.1049,0.3528,3,11.37,16.63,0.04
SPLUS.STRIPE82-0088.34170.griz,299.7329,0.3535,3,49.9,15.6,0.02
SPLUS.STRIPE82-0088.34469.griz,299.7775,0.3858,3,8.12,16.76,0.02
SPLUS.STRIPE82-0088.37941.griz,300.1254,0.42100000000000004,3,6.38,16.6,0.02
SPLUS.STRIPE82-0088.38069.griz,300.1826,0.4046,3,32.99,15.38,0.02
SPLUS.STRIPE82-0088.38106.griz,300.0606,0.4231,3,5.02,16.68,0.02
SPLUS.STRIPE82-0088.38559.griz,299.8917,0.4213,3,5.87,16.36,0.02
SPLUS.STRIPE82-0088.38781.griz,301.0627,0.41700000000000004,3,8.37,14.37,0.02
SPLUS.STRIPE82-0088.40117.griz,300.66,0.4436,3,5.55,16.78,0.02
SPLUS.STRIPE82-0088.40591.griz,300.6318,0.4305,3,5.46,16.47,0.02
SPLUS.STRIPE82-0088.41339.griz,301.0832,0.457,3,5.28,16.93,0.02
SPLUS.STRIPE82-0088.41456.griz,300.7142,0.4556,3,5.64,16.94,0.02
SPLUS.STRIPE82-0088.41920.griz,300.1712,0.4591,3,9.55,16.89,0.02
SPLUS.STRIPE82-0088.42407.griz,299.8387,0.4535,3,33.82,16.22,0.02
SPLUS.STRIPE82-0088.42572.griz,300.668,0.4654,3,62.37,15.04,0.02
SPLUS.STRIPE82-0088.42787.griz,299.9517,0.4726,3,10.79,16.96,0.02
SPLUS.STRIPE82-0088.42938.griz,301.0427,0.46299999999999997,3,21.71,16.61,0.02
SPLUS.STRIPE82-0088.43016.griz,300.2608,0.4751,3,8.45,16.79,0.02
SPLUS.STRIPE82-0088.43415.griz,300.6089,0.4772,2,7.07,16.43,0.02
SPLUS.STRIPE82-0088.43421.griz,300.2306,0.4674,3,10.51,15.94,0.02
SPLUS.STRIPE82-0088.43557.griz,300.6206,0.4541,3,55.06,14.79,0.02
SPLUS.STRIPE82-0088.43642.griz,300.5757,0.4818,3,9.14,16.43,0.02
SPLUS.STRIPE82-0088.44113.griz,300.2513,0.4762,3,6.66,16.65,0.02
SPLUS.STRIPE82-0088.44743.griz,299.7998,0.484,3,15.43,16.95,0.02
SPLUS.STRIPE82-0088.45950.griz,300.6321,0.4575,3,4.79,14.55,0.02
SPLUS.STRIPE82-0088.46485.griz,299.7267,0.5084,3,6.84,16.66,0.02
SPLUS.STRIPE82-0088.47282.griz,300.6231,0.5114,3,51.98,16.52,0.02
SPLUS.STRIPE82-0088.47495.griz,300.6128,0.5135,3,10.0,16.53,0.02
SPLUS.STRIPE82-0088.49656.griz,300.3778,0.5414,3,8.97,16.2,0.02
SPLUS.STRIPE82-0088.50372.griz,299.7186,0.5413,3,15.71,16.44,0.03
SPLUS.STRIPE82-0088.51666.griz,299.7108,0.5453,3,12.28,15.55,0.02
SPLUS.STRIPE82-0088.52017.griz,300.4602,0.5561,3,9.98,16.42,0.02
SPLUS.STRIPE82-0088.53654.griz,300.0694,0.5838,3,4.17,16.55,0.02
SPLUS.STRIPE82-0088.55769.griz,299.8306,0.6049,2,9.2,16.62,0.02
SPLUS.STRIPE82-0088.57502.griz,299.947,0.5977,3,7.94,15.87,0.02
SPLUS.STRIPE82-0088.57636.griz,300.7054,0.6241,3,7.14,16.01,0.02
SPLUS.STRIPE82-0088.57735.griz,301.0952,0.6129,3,4.63,15.12,0.02
SPLUS.STRIPE82-0088.58516.griz,300.503,0.6303,3,9.71,16.74,0.02
SPLUS.STRIPE82-0088.58665.griz,300.4034,0.6265,2,29.86,16.78,0.02
SPLUS.STRIPE82-0088.58701.griz,301.1015,0.63,3,47.23,16.75,0.03
SPLUS.STRIPE82-0088.59140.griz,301.0855,0.6187,3,5.2,15.93,0.02
SPLUS.STRIPE82-0088.59787.griz,299.9925,0.6367,3,12.02,14.17,0.02
SPLUS.STRIPE82-0088.59788.griz,300.4481,0.6451,3,15.08,16.22,0.02
SPLUS.STRIPE82-0088.59902.griz,300.2816,0.6432,3,7.62,16.8,0.02
SPLUS.STRIPE82-0088.60674.griz,300.2884,0.6527,3,8.49,16.42,0.02
SPLUS.STRIPE82-0088.61020.griz,300.2242,0.6538,3,7.41,16.28,0.02
SPLUS.STRIPE82-0088.61318.griz,299.7634,0.6579,3,7.2,16.87,0.04
SPLUS.STRIPE82-0088.61688.griz,299.7775,0.6586,3,40.0,15.91,0.02
SPLUS.STRIPE82-0088.62254.griz,300.8269,0.6677,3,5.87,15.62,0.02
SPLUS.STRIPE82-0088.62957.griz,300.9981,0.6813,3,5.68,16.89,0.02
SPLUS.STRIPE82-0088.63413.griz,300.9973,0.6733,3,10.32,16.33,0.02
SPLUS.STRIPE82-0088.63972.griz,299.9914,0.6945,3,15.01,16.81,0.02
SPLUS.STRIPE82-0088.64080.griz,300.0032,0.648,3,4.6,13.9,0.02
SPLUS.STRIPE82-0088.64309.griz,300.3736,0.6597,3,9.49,14.69,0.02
SPLUS.STRIPE82-0088.64361.griz,300.3769,0.679,3,6.37,15.37,0.02
SPLUS.STRIPE82-0088.64890.griz,300.3741,0.6765,3,8.59,16.5,0.02
SPLUS.STRIPE82-0088.64953.griz,300.3728,0.6916,3,43.74,16.89,0.04
SPLUS.STRIPE82-0088.65560.griz,300.9039,0.708,3,8.87,15.88,0.02
SPLUS.STRIPE82-0088.65574.griz,300.4045,0.6709,3,149.52,16.25,0.05
SPLUS.STRIPE82-0088.66036.griz,300.8116,0.7055,3,48.44,16.05,0.02
SPLUS.STRIPE82-0088.66406.griz,299.7197,0.7134,3,54.95,16.07,0.02
SPLUS.STRIPE82-0088.66541.griz,300.8126,0.687,3,105.44,8.52,0.02
SPLUS.STRIPE82-0088.66850.griz,300.0449,0.7162,3,76.15,16.59,0.04
SPLUS.STRIPE82-0088.66904.griz,299.8225,0.7197,3,26.15,16.35,0.02
SPLUS.STRIPE82-0088.67349.griz,299.9747,0.6431,3,9.47,14.43,0.02
SPLUS.STRIPE82-0088.68124.griz,300.4203,0.7338,2,9.42,16.92,0.02
SPLUS.STRIPE82-0088.68543.griz,300.8188,0.7369,3,5.13,16.66,0.02
SPLUS.STRIPE82-0088.68883.griz,300.3745,0.7427,3,7.06,16.79,0.02
SPLUS.STRIPE82-0088.69802.griz,301.0629,0.7404,3,7.62,15.31,0.02
SPLUS.STRIPE82-0088.69881.griz,300.5163,0.7554,3,4.74,16.79,0.02
SPLUS.STRIPE82-0088.70307.griz,301.0705,0.7416,2,7.41,15.28,0.02
SPLUS.STRIPE82-0088.70760.griz,301.0296,0.7603,3,58.55,16.31,0.02
SPLUS.STRIPE82-0088.71275.griz,299.9863,0.7697,3,10.22,16.79,0.02
SPLUS.STRIPE82-0088.71507.griz,301.0745,0.767,3,30.32,16.71,0.02
SPLUS.STRIPE82-0088.71826.griz,300.3313,0.7711,3,5.24,16.69,0.02
SPLUS.STRIPE82-0088.72132.griz,301.0666,0.7682,3,33.98,16.7,0.02
SPLUS.STRIPE82-0088.72228.griz,301.0209,0.7677,3,98.05,16.1,0.03
SPLUS.STRIPE82-0088.72449.griz,300.7489,0.7705,3,28.32,16.78,0.03
SPLUS.STRIPE82-0088.72548.griz,300.71299999999997,0.773,3,10.29,15.7,0.02
SPLUS.STRIPE82-0088.73220.griz,299.9054,0.7871,3,5.54,16.91,0.02
SPLUS.STRIPE82-0088.74182.griz,299.944,0.7965,2,7.01,16.74,0.02
SPLUS.STRIPE82-0088.74228.griz,301.0352,0.7888,1,6.83,15.05,0.02
SPLUS.STRIPE82-0088.74337.griz,299.9031,0.7757,3,15.09,16.72,0.03
SPLUS.STRIPE82-0088.74401.griz,301.0539,0.7674,3,30.56,16.59,0.02
SPLUS.STRIPE82-0088.76081.griz,300.3941,0.8177,3,11.4,16.91,0.02
SPLUS.STRIPE82-0088.76395.griz,301.0386,0.813,3,62.95,16.76,0.04
SPLUS.STRIPE82-0088.76965.griz,300.1331,0.8241,3,5.05,16.48,0.02
SPLUS.STRIPE82-0088.77225.griz,299.9051,0.8121,3,5.78,15.98,0.02
SPLUS.STRIPE82-0088.77835.griz,300.1572,0.8337,3,6.75,16.99,0.02
SPLUS.STRIPE82-0088.77965.griz,301.0252,0.8237,3,60.55,16.44,0.03
SPLUS.STRIPE82-0088.78410.griz,299.719,0.8402,3,11.92,16.65,0.02
SPLUS.STRIPE82-0088.78603.griz,300.6693,0.8391,3,6.15,16.97,0.02
SPLUS.STRIPE82-0088.79904.griz,299.7197,0.8445,3,9.83,15.11,0.02
SPLUS.STRIPE82-0088.80460.griz,299.9277,0.8540000000000001,3,35.84,16.96,0.02
SPLUS.STRIPE82-0088.81532.griz,300.7423,0.8666,3,4.64,16.65,0.02
SPLUS.STRIPE82-0088.81540.griz,299.9143,0.8739,3,17.64,15.99,0.02
SPLUS.STRIPE82-0088.81741.griz,299.9483,0.8749,3,21.79,16.47,0.02
SPLUS.STRIPE82-0088.82482.griz,300.9318,0.872,3,16.6,16.53,0.02
SPLUS.STRIPE82-0088.82525.griz,299.9406,0.8706,3,12.46,15.47,0.02
SPLUS.STRIPE82-0088.82769.griz,299.7319,0.8843,3,8.43,16.77,0.02
SPLUS.STRIPE82-0088.83183.griz,300.0476,0.8917,2,13.1,16.88,0.02
SPLUS.STRIPE82-0088.83214.griz,300.9571,0.8782,3,27.72,16.15,0.02
SPLUS.STRIPE82-0088.83921.griz,300.9869,0.8966,0,11.68,16.29,0.02
SPLUS.STRIPE82-0088.84602.griz,299.7315,0.8876,3,50.92,16.64,0.03
SPLUS.STRIPE82-0088.84913.griz,300.9454,0.8957,3,128.18,15.72,0.03
SPLUS.STRIPE82-0088.85088.griz,299.7219,0.9043,3,10.71,16.37,0.02
SPLUS.STRIPE82-0088.85506.griz,299.7278,0.9009,3,5.61,15.66,0.02
SPLUS.STRIPE82-0088.86530.griz,300.2933,0.9243,3,5.37,16.69,0.02
SPLUS.STRIPE82-0088.86563.griz,300.7726,0.915,3,6.43,15.38,0.02
SPLUS.STRIPE82-0088.86606.griz,300.5439,0.9284,3,5.74,16.34,0.02
SPLUS.STRIPE82-0088.86912.griz,299.7403,0.9101,3,49.5,16.18,0.02
SPLUS.STRIPE82-0088.87651.griz,299.8067,0.9294,3,5.0,16.88,0.02
SPLUS.STRIPE82-0088.87914.griz,300.094,0.9369,3,10.28,16.79,0.02
SPLUS.STRIPE82-0088.89491.griz,300.5143,0.9494,3,11.86,16.58,0.02
SPLUS.STRIPE82-0088.90065.griz,300.802,0.9616,3,7.71,16.5,0.02
SPLUS.STRIPE82-0088.90342.griz,300.311,0.9434,3,5.16,14.99,0.02
SPLUS.STRIPE82-0088.91212.griz,300.9668,0.8891,3,118.36,14.23,0.02
SPLUS.STRIPE82-0088.91654.griz,300.8736,0.9757,3,6.28,16.5,0.02
SPLUS.STRIPE82-0088.92693.griz,299.9674,0.9831,3,5.21,16.37,0.02
SPLUS.STRIPE82-0088.93024.griz,301.043,0.9915,3,5.91,16.52,0.02
SPLUS.STRIPE82-0088.94577.griz,300.9916,1.001,2,5.06,15.69,0.02
SPLUS.STRIPE82-0088.95388.griz,300.592,1.0064,3,20.55,16.9,0.02
SPLUS.STRIPE82-0088.96811.griz,300.816,1.0298,3,8.01,16.51,0.02
SPLUS.STRIPE82-0088.96829.griz,300.7909,1.0269,3,5.61,16.45,0.02
SPLUS.STRIPE82-0088.97880.griz,300.1139,1.0409,3,4.92,16.99,0.02
SPLUS.STRIPE82-0088.99777.griz,300.8712,1.0597,3,8.5,16.35,0.02
SPLUS.STRIPE82-0088.99998.griz,300.226,1.0646,3,4.51,16.75,0.02
SPLUS.STRIPE82-0088.99998.griz,300.092,1.0624,3,19.14,16.6,0.02
SPLUS.STRIPE82-0088.99998.griz,300.0961,1.0661,3,56.07,16.35,0.02
SPLUS.STRIPE82-0088.99998.griz,300.0618,1.0685,3,10.94,16.86,0.02
SPLUS.STRIPE82-0088.99998.griz,300.7521,1.0738,3,7.68,16.6,0.02
SPLUS.STRIPE82-0088.99998.griz,299.746,1.0817,2,7.53,16.91,0.02
SPLUS.STRIPE82-0088.99998.griz,300.9122,1.0415,3,110.59,14.82,0.02
SPLUS.STRIPE82-0088.99998.griz,299.8413,1.0619,3,12.26,16.81,0.02
SPLUS.STRIPE82-0088.99998.griz,299.9051,1.0835,3,6.96,16.83,0.02
SPLUS.STRIPE82-0088.99998.griz,300.2473,1.0893,2,8.73,15.16,0.02
SPLUS.STRIPE82-0088.99998.griz,300.7563,1.0931,0,9.28,16.36,0.02
SPLUS.STRIPE82-0088.99998.griz,300.2527,1.0944,3,12.41,16.27,0.02
SPLUS.STRIPE82-0088.99998.griz,300.6667,1.0983,3,5.54,16.88,0.02
SPLUS.STRIPE82-0088.99998.griz,300.1544,1.0986,2,9.26,16.58,0.02
SPLUS.STRIPE82-0088.99998.griz,299.8572,1.1004,3,5.98,16.96,0.03
SPLUS.STRIPE82-0088.99998.griz,299.7109,1.1029,3,10.27,16.53,0.02
SPLUS.STRIPE82-0088.99998.griz,300.1005,1.0626,3,9.37,15.31,0.02
SPLUS.STRIPE82-0088.99998.griz,300.7023,1.1066,3,46.89,16.57,0.06
SPLUS.STRIPE82-0088.99998.griz,300.697,1.1173,3,29.4,14.76,0.02
SPLUS.STRIPE82-0088.99998.griz,300.5814,1.1192,3,8.01,16.39,0.02
SPLUS.STRIPE82-0088.99998.griz,300.6929,1.1253,3,42.47,15.67,0.02
SPLUS.STRIPE82-0088.99998.griz,299.8746,1.097,3,7.03,12.93,0.02
SPLUS.STRIPE82-0088.99998.griz,300.0977,1.139,3,10.23,16.99,0.02
SPLUS.STRIPE82-0088.99998.griz,300.0947,1.136,3,7.28,15.57,0.02
SPLUS.STRIPE82-0088.99998.griz,300.9314,1.1406,3,35.74,16.92,0.02
SPLUS.STRIPE82-0088.99998.griz,300.3928,1.1457,3,6.88,15.35,0.02
SPLUS.STRIPE82-0088.99998.griz,300.274,1.1458,3,8.46,15.65,0.02
SPLUS.STRIPE82-0088.99998.griz,300.7164,1.1285,3,145.17,10.56,0.02
SPLUS.STRIPE82-0088.99998.griz,301.0633,1.1461,3,37.26,16.28,0.04
SPLUS.STRIPE82-0088.99998.griz,300.1067,1.1602,3,9.03,16.61,0.02
SPLUS.STRIPE82-0088.99998.griz,300.1251,1.1626,3,8.01,16.94,0.02
SPLUS.STRIPE82-0088.99998.griz,300.3551,1.1622,0,4.93,16.83,0.02
SPLUS.STRIPE82-0088.99998.griz,300.5279,1.1637,3,63.07,14.99,0.02
SPLUS.STRIPE82-0088.99998.griz,300.7393,1.1824,3,6.41,16.82,0.02
