ID,RA_1,Dec_1,PhotoFlag,FWHM,r_petro,er_petro
SPLUS.STRIPE82-0034.20108.griz,23.1858,1.1977,3,4.14,16.72,0.02
SPLUS.STRIPE82-0034.20196.griz,23.0753,1.1951,0,4.47,16.55,0.02
SPLUS.STRIPE82-0034.20264.griz,22.9735,1.1927,3,4.22,16.78,0.02
SPLUS.STRIPE82-0034.20437.griz,22.2628,1.1845,0,4.11,16.95,0.02
SPLUS.STRIPE82-0034.20773.griz,22.8951,1.1739,0,5.37,16.25,0.02
SPLUS.STRIPE82-0034.20827.griz,22.3937,1.1642,2,5.87,16.96,0.02
SPLUS.STRIPE82-0034.21160.griz,22.6103,1.1466,3,5.57,16.57,0.02
SPLUS.STRIPE82-0034.21173.griz,22.4825,1.1504,0,3.7,16.71,0.02
SPLUS.STRIPE82-0034.21565.griz,22.5496,1.1269,0,5.79,16.66,0.02
SPLUS.STRIPE82-0034.22082.griz,22.1208,1.0668,3,82.44,16.81,0.05
SPLUS.STRIPE82-0034.22330.griz,22.4597,1.0786,0,7.31,16.86,0.02
SPLUS.STRIPE82-0034.22487.griz,23.203000000000003,1.0546,2,4.29,16.2,0.02
SPLUS.STRIPE82-0034.23188.griz,22.9819,1.0366,0,6.0,16.79,0.02
SPLUS.STRIPE82-0034.23497.griz,21.949,1.0219,0,3.84,16.93,0.02
SPLUS.STRIPE82-0034.23636.griz,22.7757,1.0116,0,5.14,16.16,0.02
SPLUS.STRIPE82-0034.24299.griz,22.6854,0.9861,0,4.11,16.39,0.02
SPLUS.STRIPE82-0034.24506.griz,23.228,0.9761,2,4.3,15.89,0.02
SPLUS.STRIPE82-0034.24593.griz,23.1061,0.9767,0,10.22,14.94,0.02
SPLUS.STRIPE82-0034.24594.griz,22.0122,0.976,0,5.26,16.99,0.02
SPLUS.STRIPE82-0034.25166.griz,22.8764,0.9417,0,13.37,16.75,0.02
SPLUS.STRIPE82-0034.25176.griz,23.2398,0.9496,0,3.87,16.94,0.02
SPLUS.STRIPE82-0034.25356.griz,22.7975,0.9395,0,5.14,16.53,0.02
SPLUS.STRIPE82-0034.25445.griz,23.2448,0.9408,2,4.67,16.25,0.02
SPLUS.STRIPE82-0034.25805.griz,23.245,0.9195,2,4.13,16.8,0.02
SPLUS.STRIPE82-0034.25874.griz,23.2906,0.9189,2,3.98,16.48,0.02
SPLUS.STRIPE82-0034.26352.griz,23.2078,0.8939,0,5.91,16.91,0.02
SPLUS.STRIPE82-0034.26695.griz,22.87,0.8789,0,8.85,16.54,0.02
SPLUS.STRIPE82-0034.27112.griz,22.8278,0.8584,0,4.17,16.8,0.02
SPLUS.STRIPE82-0034.27958.griz,22.9078,0.8144,0,14.34,16.76,0.02
SPLUS.STRIPE82-0034.29177.griz,22.8769,0.7582,0,17.43,16.55,0.02
SPLUS.STRIPE82-0034.29216.griz,22.6619,0.7651,0,7.74,16.64,0.02
SPLUS.STRIPE82-0034.29276.griz,22.3206,0.7557,0,5.49,16.91,0.02
SPLUS.STRIPE82-0034.29612.griz,22.5257,0.7452,3,18.21,16.44,0.02
SPLUS.STRIPE82-0035.02208.griz,23.7756,-1.225,2,5.33,16.57,0.02
SPLUS.STRIPE82-0035.02676.griz,23.6457,-1.1941,0,5.84,16.07,0.02
SPLUS.STRIPE82-0035.02856.griz,23.4325,-1.1778,0,5.46,16.16,0.02
SPLUS.STRIPE82-0035.02951.griz,23.5182,-1.1876,0,5.61,16.98,0.02
SPLUS.STRIPE82-0035.03227.griz,23.5531,-1.1248,2,10.92,14.46,0.02
SPLUS.STRIPE82-0035.03298.griz,23.4856,-1.1659,2,6.74,16.56,0.02
SPLUS.STRIPE82-0035.03563.griz,23.7848,-1.1514,3,4.96,16.76,0.02
SPLUS.STRIPE82-0035.03586.griz,23.5102,-1.0758,2,14.15,13.46,0.02
SPLUS.STRIPE82-0035.03860.griz,23.6314,-1.1377,2,5.83,16.97,0.02
SPLUS.STRIPE82-0035.03891.griz,23.3559,-1.13,0,5.57,16.17,0.02
SPLUS.STRIPE82-0035.04029.griz,23.5258,-1.1266,2,6.04,16.21,0.02
SPLUS.STRIPE82-0035.04088.griz,23.5382,-1.1259,0,5.28,16.86,0.02
SPLUS.STRIPE82-0035.04339.griz,23.6828,-1.1121,0,5.48,16.99,0.02
SPLUS.STRIPE82-0035.04402.griz,23.3783,-1.1099,0,7.62,16.68,0.02
SPLUS.STRIPE82-0035.04406.griz,24.0729,-1.1094,2,7.21,16.9,0.02
SPLUS.STRIPE82-0035.04410.griz,24.4322,-1.1091,0,8.32,16.6,0.02
SPLUS.STRIPE82-0035.04513.griz,23.5543,-1.1036,0,5.33,16.92,0.02
SPLUS.STRIPE82-0035.05423.griz,23.5331,-1.0322,2,8.47,12.96,0.02
SPLUS.STRIPE82-0035.05485.griz,23.6562,-1.0523,16,42.37,15.87,0.02
SPLUS.STRIPE82-0035.05486.griz,23.5314,-1.0484,2,9.12,16.67,0.02
SPLUS.STRIPE82-0035.05880.griz,23.7031,-1.0212,2,11.25,16.67,0.02
SPLUS.STRIPE82-0035.05935.griz,23.6515,-1.0266,0,7.4,16.84,0.02
SPLUS.STRIPE82-0035.05970.griz,24.1184,-1.0159,0,5.9,16.02,0.02
SPLUS.STRIPE82-0035.06020.griz,23.8901,-0.9225,3,244.2,11.86,0.02
SPLUS.STRIPE82-0035.06085.griz,23.7585,-1.0145,2,5.19,16.2,0.02
SPLUS.STRIPE82-0035.06190.griz,23.7805,-1.0066,2,8.83,16.01,0.02
SPLUS.STRIPE82-0035.06283.griz,23.5055,-1.0039,2,5.26,16.26,0.02
SPLUS.STRIPE82-0035.06309.griz,23.6072,-0.9993,2,5.79,16.7,0.02
SPLUS.STRIPE82-0035.06388.griz,23.689,-0.9949,0,5.17,14.93,0.02
SPLUS.STRIPE82-0035.06716.griz,23.7146,-0.9856,0,4.81,16.93,0.02
SPLUS.STRIPE82-0035.06886.griz,23.5084,-0.9782,0,9.08,16.01,0.02
SPLUS.STRIPE82-0035.07394.griz,23.4671,-0.9487,0,5.21,16.86,0.02
SPLUS.STRIPE82-0035.07501.griz,23.7643,-0.9076,3,6.04,14.29,0.02
SPLUS.STRIPE82-0035.07522.griz,24.691999999999997,-0.8705,3,54.01,12.04,0.02
SPLUS.STRIPE82-0035.07532.griz,24.6876,-0.8652,3,162.25,12.1,0.02
SPLUS.STRIPE82-0035.07623.griz,24.6583,-0.9356,2,25.98,15.71,0.02
SPLUS.STRIPE82-0035.07959.griz,24.4249,-0.9271,0,7.38,16.78,0.02
SPLUS.STRIPE82-0035.08339.griz,23.8396,-0.9047,3,4.9,16.92,0.02
SPLUS.STRIPE82-0035.08438.griz,24.6765,-0.8753,3,154.5,12.12,0.02
SPLUS.STRIPE82-0035.08528.griz,23.4678,-0.8974,0,6.88,16.74,0.02
SPLUS.STRIPE82-0035.09059.griz,24.6289,-0.8667,3,7.1,16.72,0.02
SPLUS.STRIPE82-0035.09259.griz,23.6694,-0.8494,1,9.28,16.25,0.02
SPLUS.STRIPE82-0035.10199.griz,24.2361,-0.7807,3,110.06,15.44,0.02
SPLUS.STRIPE82-0035.10494.griz,23.8778,-0.7892,0,4.62,15.61,0.02
SPLUS.STRIPE82-0035.10761.griz,24.2679,-0.7644,3,44.16,16.39,0.04
SPLUS.STRIPE82-0035.11063.griz,23.8733,-0.7644,2,5.91,16.98,0.02
SPLUS.STRIPE82-0035.11084.griz,23.3243,-0.7606,2,7.04,16.82,0.02
SPLUS.STRIPE82-0035.11123.griz,23.8568,-0.7464,2,10.27,16.4,0.02
SPLUS.STRIPE82-0035.11386.griz,23.6467,-0.7448,2,7.3,16.65,0.02
SPLUS.STRIPE82-0035.11563.griz,23.8403,-0.7339,2,5.21,16.38,0.02
SPLUS.STRIPE82-0035.11578.griz,24.4048,0.0402,2,26.25,14.7,0.02
SPLUS.STRIPE82-0035.11589.griz,24.5591,0.0424,0,7.58,16.5,0.02
SPLUS.STRIPE82-0035.11840.griz,23.9027,0.0151,3,25.41,14.22,0.02
SPLUS.STRIPE82-0035.12201.griz,23.9498,8.0E-4,0,5.24,16.88,0.02
SPLUS.STRIPE82-0035.12223.griz,24.5883,-2.0E-4,0,7.17,16.65,0.02
SPLUS.STRIPE82-0035.12523.griz,23.6702,-0.0151,0,7.03,16.88,0.02
SPLUS.STRIPE82-0035.13233.griz,24.1149,-0.682,2,5.48,16.78,0.02
SPLUS.STRIPE82-0035.13709.griz,23.8133,-0.7109,2,7.96,16.64,0.02
SPLUS.STRIPE82-0035.14407.griz,24.6647,-0.0569,2,8.31,15.65,0.02
SPLUS.STRIPE82-0035.14686.griz,24.0093,-0.1528,0,9.96,16.3,0.02
SPLUS.STRIPE82-0035.14907.griz,24.5959,-0.0794,0,3.27,15.78,0.02
SPLUS.STRIPE82-0035.16031.griz,23.5485,-0.168,3,82.09,15.5,0.03
SPLUS.STRIPE82-0035.16361.griz,24.6693,-0.1593,2,12.81,14.84,0.02
SPLUS.STRIPE82-0035.16515.griz,23.8023,-0.1633,0,11.89,15.84,0.02
SPLUS.STRIPE82-0035.17213.griz,24.3898,-0.1967,0,9.19,16.78,0.02
SPLUS.STRIPE82-0035.17280.griz,24.6019,-0.2058,2,7.32,14.25,0.02
SPLUS.STRIPE82-0035.17367.griz,23.7149,-0.6748,2,4.85,16.86,0.02
SPLUS.STRIPE82-0035.18467.griz,24.5553,-0.2631,0,13.33,16.88,0.02
SPLUS.STRIPE82-0035.18568.griz,24.3774,-0.3261,2,89.07,15.92,0.02
SPLUS.STRIPE82-0035.18591.griz,24.2762,-0.3374,2,6.17,16.63,0.02
SPLUS.STRIPE82-0035.18649.griz,24.4331,-0.29100000000000004,2,8.52,16.67,0.02
SPLUS.STRIPE82-0035.18979.griz,24.0043,-0.2868,2,6.22,16.89,0.02
SPLUS.STRIPE82-0035.19110.griz,24.3456,-0.3559,3,4.89,16.98,0.02
SPLUS.STRIPE82-0035.19210.griz,24.311,-0.3832,3,8.64,16.29,0.02
SPLUS.STRIPE82-0035.19394.griz,23.3241,-0.3223,0,7.51,16.98,0.02
SPLUS.STRIPE82-0035.19447.griz,24.349,-0.3117,0,4.75,15.92,0.02
SPLUS.STRIPE82-0035.19530.griz,24.6193,-0.319,3,4.63,16.71,0.02
SPLUS.STRIPE82-0035.19788.griz,24.323,-0.2997,0,5.24,16.33,0.02
SPLUS.STRIPE82-0035.19939.griz,23.9839,-0.3395,2,4.77,15.75,0.02
SPLUS.STRIPE82-0035.20009.griz,23.3589,-0.3461,0,6.56,16.96,0.02
SPLUS.STRIPE82-0035.20028.griz,23.9938,-0.3404,0,5.08,16.82,0.02
SPLUS.STRIPE82-0035.20142.griz,24.6787,-0.348,2,4.75,16.11,0.02
SPLUS.STRIPE82-0035.20165.griz,24.1665,-0.3487,0,8.83,16.69,0.02
SPLUS.STRIPE82-0035.20373.griz,24.4656,-0.3598,3,8.69,16.06,0.02
SPLUS.STRIPE82-0035.20380.griz,24.4763,-0.3583,0,4.53,16.88,0.02
SPLUS.STRIPE82-0035.20533.griz,23.5996,-0.3702,2,4.65,16.91,0.02
SPLUS.STRIPE82-0035.20551.griz,23.5919,-0.3694,0,5.82,16.93,0.02
SPLUS.STRIPE82-0035.20605.griz,23.5307,-0.3782,0,9.07,16.62,0.02
SPLUS.STRIPE82-0035.20761.griz,24.0301,-0.4205,2,17.84,15.98,0.02
SPLUS.STRIPE82-0035.20940.griz,24.2435,-0.3996,0,12.86,14.92,0.02
SPLUS.STRIPE82-0035.21065.griz,24.414,-0.4079,2,5.53,15.97,0.02
SPLUS.STRIPE82-0035.21222.griz,24.224,-0.4329,3,220.76,12.92,0.02
SPLUS.STRIPE82-0035.21407.griz,24.3133,-0.4132,0,4.46,16.29,0.02
SPLUS.STRIPE82-0035.21409.griz,24.3116,-0.4055,2,14.8,15.96,0.02
SPLUS.STRIPE82-0035.21440.griz,24.362,-0.4186,0,6.37,14.55,0.02
SPLUS.STRIPE82-0035.21596.griz,23.6386,-0.4303,2,7.53,16.4,0.02
SPLUS.STRIPE82-0035.21872.griz,23.8531,-0.4402,0,12.7,16.91,0.02
SPLUS.STRIPE82-0035.21897.griz,23.5655,-0.4192,2,4.81,16.59,0.02
SPLUS.STRIPE82-0035.21933.griz,23.3681,-0.4439,2,5.43,16.84,0.02
SPLUS.STRIPE82-0035.22090.griz,23.7516,-0.4511,2,13.93,15.55,0.02
SPLUS.STRIPE82-0035.22174.griz,24.1062,-0.5006,0,11.89,16.13,0.02
SPLUS.STRIPE82-0035.22220.griz,23.6309,-0.4575,3,7.84,16.64,0.02
SPLUS.STRIPE82-0035.22221.griz,23.6295,-0.4605,3,4.92,16.47,0.02
SPLUS.STRIPE82-0035.22321.griz,24.3583,-0.4081,0,10.01,16.27,0.02
SPLUS.STRIPE82-0035.22361.griz,24.4305,-0.4861,0,4.86,15.43,0.02
SPLUS.STRIPE82-0035.22397.griz,23.916999999999998,-0.4663,2,14.57,15.19,0.02
SPLUS.STRIPE82-0035.22740.griz,23.7643,-0.484,2,4.71,15.26,0.02
SPLUS.STRIPE82-0035.22777.griz,24.357,-0.469,0,15.66,16.49,0.02
SPLUS.STRIPE82-0035.22914.griz,24.6345,-0.5163,0,10.22,16.89,0.02
SPLUS.STRIPE82-0035.22922.griz,24.3421,-0.4984,0,5.89,16.38,0.02
SPLUS.STRIPE82-0035.22923.griz,24.413,-0.4944,0,12.88,16.48,0.02
SPLUS.STRIPE82-0035.22978.griz,24.3035,-0.5044,2,7.76,14.26,0.02
SPLUS.STRIPE82-0035.23165.griz,24.2957,-0.5071,3,5.92,15.93,0.02
SPLUS.STRIPE82-0035.23243.griz,24.5292,-0.5136,0,9.59,16.43,0.02
SPLUS.STRIPE82-0035.23311.griz,24.1188,-0.5178,0,6.4,16.44,0.02
SPLUS.STRIPE82-0035.23349.griz,23.4032,-0.5285,2,5.41,16.23,0.02
SPLUS.STRIPE82-0035.23512.griz,23.5038,-0.5368,0,5.83,16.29,0.02
SPLUS.STRIPE82-0035.23619.griz,23.529,-0.5382,0,5.15,16.79,0.02
SPLUS.STRIPE82-0035.23733.griz,23.641,-0.55,0,5.51,16.31,0.02
SPLUS.STRIPE82-0035.23862.griz,23.3499,-0.5526,0,5.35,15.77,0.02
SPLUS.STRIPE82-0035.23961.griz,23.7824,-0.5599,3,5.02,16.64,0.02
SPLUS.STRIPE82-0035.24034.griz,23.5976,-0.5635,0,8.33,16.39,0.02
SPLUS.STRIPE82-0035.24035.griz,23.6132,-0.5617,0,5.02,16.81,0.02
SPLUS.STRIPE82-0035.24048.griz,24.2836,-0.5649,2,22.13,16.28,0.02
SPLUS.STRIPE82-0035.24059.griz,24.2472,-0.5315,3,6.13,9.38,0.02
SPLUS.STRIPE82-0035.24506.griz,23.6991,-0.5957,0,8.1,16.42,0.02
SPLUS.STRIPE82-0035.24579.griz,23.6742,-0.6042,0,5.09,15.99,0.02
SPLUS.STRIPE82-0035.24723.griz,23.7049,-0.6122,3,4.84,16.8,0.02
SPLUS.STRIPE82-0035.24727.griz,23.7075,-0.6108,3,11.0,16.34,0.02
SPLUS.STRIPE82-0035.24931.griz,23.7461,-0.6207,0,11.53,16.54,0.02
SPLUS.STRIPE82-0035.25028.griz,24.3093,-0.6332,2,14.54,15.43,0.02
SPLUS.STRIPE82-0035.25079.griz,23.3122,-0.6369,2,6.34,14.26,0.02
SPLUS.STRIPE82-0035.25197.griz,23.4596,-0.6395,0,5.64,15.54,0.02
SPLUS.STRIPE82-0035.25362.griz,24.3152,-0.6447,0,9.71,16.58,0.02
SPLUS.STRIPE82-0035.25524.griz,23.7282,-0.6692,3,4.55,16.67,0.02
SPLUS.STRIPE82-0035.25528.griz,23.7677,-0.6589,0,5.59,16.99,0.02
SPLUS.STRIPE82-0035.25556.griz,23.7238,-0.6649,3,6.62,14.34,0.02
SPLUS.STRIPE82-0035.25557.griz,23.7141,-0.6585,3,5.22,16.09,0.02
SPLUS.STRIPE82-0035.25558.griz,23.3242,-0.6567,3,10.76,15.66,0.02
SPLUS.STRIPE82-0035.25587.griz,23.7232,-0.6602,3,6.74,15.51,0.02
SPLUS.STRIPE82-0035.25754.griz,23.4722,-0.6709,3,7.94,16.88,0.02
SPLUS.STRIPE82-0035.25815.griz,23.4505,-0.6796,0,11.36,15.86,0.02
SPLUS.STRIPE82-0035.25839.griz,24.2907,-0.6776,2,12.29,16.8,0.02
SPLUS.STRIPE82-0036.00012.griz,23.7547,0.0333,3,76.07,15.21,0.03
SPLUS.STRIPE82-0036.00071.griz,23.9978,0.038,0,3.7,16.97,0.03
SPLUS.STRIPE82-0036.00218.griz,24.2369,0.0513,0,4.33,16.87,0.02
SPLUS.STRIPE82-0036.00397.griz,24.3007,0.0698,0,7.3,16.99,0.02
SPLUS.STRIPE82-0036.00905.griz,23.8188,0.1232,2,21.87,16.5,0.03
SPLUS.STRIPE82-0036.01017.griz,24.2046,0.1274,0,7.25,16.98,0.02
SPLUS.STRIPE82-0036.01633.griz,23.4328,0.1867,2,29.17,16.82,0.05
SPLUS.STRIPE82-0036.02010.griz,24.6598,0.2226,0,9.4,16.88,0.02
SPLUS.STRIPE82-0036.02047.griz,24.263,0.22899999999999998,0,3.53,16.73,0.02
SPLUS.STRIPE82-0036.02061.griz,24.6942,0.2333,0,16.41,15.99,0.02
SPLUS.STRIPE82-0036.02242.griz,24.2388,0.2489,2,5.11,16.98,0.03
SPLUS.STRIPE82-0036.03190.griz,24.0338,0.3472,0,8.34,15.85,0.02
SPLUS.STRIPE82-0036.03552.griz,23.6227,0.3765,0,6.21,16.52,0.02
SPLUS.STRIPE82-0036.03564.griz,24.0556,0.376,0,4.1,16.82,0.02
SPLUS.STRIPE82-0036.03595.griz,23.8864,0.3775,0,4.54,16.78,0.02
SPLUS.STRIPE82-0036.03694.griz,23.7313,0.3879,2,5.68,16.24,0.04
SPLUS.STRIPE82-0036.03708.griz,24.1532,0.3871,0,6.46,16.89,0.03
SPLUS.STRIPE82-0036.03813.griz,23.8041,0.3972,0,9.57,16.97,0.03
SPLUS.STRIPE82-0036.04768.griz,24.0655,0.5476,3,169.07,11.18,0.02
SPLUS.STRIPE82-0036.05341.griz,23.5774,0.5333,2,14.26,16.7,0.03
SPLUS.STRIPE82-0036.05614.griz,23.9819,0.5583,2,3.67,16.62,0.02
SPLUS.STRIPE82-0036.05957.griz,24.6905,0.607,0,7.55,16.68,0.02
SPLUS.STRIPE82-0036.06115.griz,24.6365,0.606,0,20.01,16.92,0.03
SPLUS.STRIPE82-0036.06299.griz,24.0006,0.6635,3,5.18,13.0,0.02
SPLUS.STRIPE82-0036.06489.griz,24.5352,0.6375,0,3.8,16.24,0.02
SPLUS.STRIPE82-0036.06588.griz,23.619,0.649,0,11.25,16.97,0.03
SPLUS.STRIPE82-0036.07971.griz,24.691,0.6992,0,8.14,15.7,0.02
SPLUS.STRIPE82-0036.08312.griz,24.6287,0.6722,0,8.69,15.67,0.02
SPLUS.STRIPE82-0036.09405.griz,24.4456,1.2756,2,15.99,15.85,0.02
SPLUS.STRIPE82-0036.10107.griz,23.3399,1.2055,0,4.54,16.16,0.02
SPLUS.STRIPE82-0036.10803.griz,23.491999999999997,1.1462,3,6.52,16.74,0.02
SPLUS.STRIPE82-0036.10963.griz,24.553,1.1207,3,59.26,16.61,0.09
SPLUS.STRIPE82-0036.11222.griz,24.5137,1.11,0,20.16,16.21,0.02
SPLUS.STRIPE82-0036.11555.griz,23.9101,1.0829,0,10.2,16.95,0.03
SPLUS.STRIPE82-0036.11613.griz,24.6976,1.0718,2,72.97,12.94,0.02
SPLUS.STRIPE82-0036.11847.griz,24.4694,1.043,0,8.74,14.83,0.02
SPLUS.STRIPE82-0036.11880.griz,24.2787,1.0536,3,3.51,16.89,0.02
SPLUS.STRIPE82-0036.11917.griz,24.2616,1.0502,2,4.52,16.62,0.04
SPLUS.STRIPE82-0036.12107.griz,24.4985,1.0342,2,5.36,16.88,0.03
SPLUS.STRIPE82-0036.12138.griz,24.3866,0.9872,0,4.56,16.41,0.02
SPLUS.STRIPE82-0036.12340.griz,24.4821,1.0014,2,7.77,13.89,0.02
SPLUS.STRIPE82-0036.12649.griz,24.3558,0.9774,0,5.21,14.81,0.02
SPLUS.STRIPE82-0036.12930.griz,24.372,0.9523,0,7.89,16.96,0.03
SPLUS.STRIPE82-0036.13111.griz,23.3547,0.9325,2,5.82,16.29,0.03
SPLUS.STRIPE82-0036.13219.griz,24.5061,0.9203,0,4.65,16.81,0.02
SPLUS.STRIPE82-0036.13694.griz,24.338,0.8677,0,4.22,16.94,0.02
SPLUS.STRIPE82-0036.14486.griz,24.4203,0.8009,3,4.31,16.79,0.03
SPLUS.STRIPE82-0036.14665.griz,23.62,0.7816,0,3.45,16.91,0.02
SPLUS.STRIPE82-0036.14753.griz,23.316999999999997,0.7794,2,3.88,16.98,0.02
SPLUS.STRIPE82-0036.14966.griz,24.7192,0.7578,0,6.61,16.54,0.02
SPLUS.STRIPE82-0036.15080.griz,24.6603,0.7415,2,9.26,14.26,0.02
SPLUS.STRIPE82-0036.15102.griz,23.8278,0.7404,0,10.45,16.45,0.02
SPLUS.STRIPE82-0036.15265.griz,23.3305,0.7175,2,8.87,16.5,0.02
SPLUS.STRIPE82-0037.03286.griz,26.0284,-1.1433,19,266.9,12.58,0.02
SPLUS.STRIPE82-0037.03332.griz,25.5184,-1.1909,3,4.02,16.24,0.02
SPLUS.STRIPE82-0037.03388.griz,25.5139,-1.1929,3,6.76,16.58,0.02
SPLUS.STRIPE82-0037.03567.griz,26.1216,-1.1798,2,9.31,16.1,0.02
SPLUS.STRIPE82-0037.03849.griz,26.1295,-1.1677,0,3.47,16.44,0.02
SPLUS.STRIPE82-0037.04194.griz,25.081999999999997,-1.1556,0,3.61,16.72,0.02
SPLUS.STRIPE82-0037.04273.griz,24.7439,-1.0796,18,4.65,11.31,0.02
SPLUS.STRIPE82-0037.05217.griz,25.4898,-1.1073,2,5.15,16.2,0.02
SPLUS.STRIPE82-0037.05888.griz,25.6575,-1.078,0,4.03,16.46,0.02
SPLUS.STRIPE82-0037.06182.griz,25.324,-1.0653,0,9.48,15.63,0.02
SPLUS.STRIPE82-0037.06563.griz,25.5937,-1.0413,3,44.49,16.52,0.03
SPLUS.STRIPE82-0037.06570.griz,25.0703,-1.0532,0,5.49,16.61,0.02
SPLUS.STRIPE82-0037.06577.griz,25.781999999999996,-1.0316,3,125.38,11.81,0.02
SPLUS.STRIPE82-0037.06855.griz,25.4291,-1.0355,0,9.5,16.08,0.02
SPLUS.STRIPE82-0037.07136.griz,25.4672,-1.0242,2,4.39,16.75,0.02
SPLUS.STRIPE82-0037.07177.griz,24.8565,-1.0254,0,5.74,16.91,0.02
SPLUS.STRIPE82-0037.07610.griz,25.5375,-1.0024,0,3.4,16.93,0.02
SPLUS.STRIPE82-0037.07852.griz,24.8147,-0.7724,3,79.94,12.1,0.02
SPLUS.STRIPE82-0037.08146.griz,25.7892,-0.9678,0,13.26,16.35,0.02
SPLUS.STRIPE82-0037.08175.griz,24.9179,-0.9476,19,176.55,10.44,0.02
SPLUS.STRIPE82-0037.08491.griz,25.8435,-0.9472,2,4.44,15.03,0.02
SPLUS.STRIPE82-0037.09156.griz,25.3795,-0.9282,2,4.29,16.78,0.02
SPLUS.STRIPE82-0037.09417.griz,24.8549,-0.9141,2,11.76,16.88,0.02
SPLUS.STRIPE82-0037.10054.griz,25.8543,-0.8832,0,4.29,15.92,0.02
SPLUS.STRIPE82-0037.10138.griz,25.6584,-0.8778,2,3.73,16.3,0.02
SPLUS.STRIPE82-0037.10638.griz,24.7483,-0.8525,3,4.19,16.67,0.02
SPLUS.STRIPE82-0037.10875.griz,25.5376,-0.8472,0,3.55,16.88,0.02
SPLUS.STRIPE82-0037.11021.griz,25.6288,-0.8194,3,25.91,14.94,0.02
SPLUS.STRIPE82-0037.11472.griz,25.7083,-0.8147,0,5.3,16.81,0.02
SPLUS.STRIPE82-0037.11807.griz,24.7683,-0.7877,3,96.2,16.17,0.04
SPLUS.STRIPE82-0037.11915.griz,24.7281,-0.7898,2,11.51,16.85,0.02
SPLUS.STRIPE82-0037.12818.griz,25.7737,-0.7509,0,5.27,16.96,0.02
SPLUS.STRIPE82-0037.12864.griz,25.035999999999998,-0.7375,3,37.79,16.64,0.05
SPLUS.STRIPE82-0037.13702.griz,24.8371,-0.7306,0,4.17,16.96,0.02
SPLUS.STRIPE82-0037.14328.griz,24.8823,-0.0312,2,8.07,15.0,0.02
SPLUS.STRIPE82-0037.14430.griz,25.8931,-0.0368,0,3.82,16.66,0.02
SPLUS.STRIPE82-0037.14445.griz,25.1089,-0.0603,3,135.81,10.24,0.02
SPLUS.STRIPE82-0037.14529.griz,25.1519,-0.0436,0,4.37,16.27,0.02
SPLUS.STRIPE82-0037.15043.griz,25.3914,0.0311,0,4.06,16.93,0.02
SPLUS.STRIPE82-0037.15317.griz,25.5059,0.0136,0,3.67,16.5,0.02
SPLUS.STRIPE82-0037.15970.griz,24.8745,-0.0521,3,8.76,16.85,0.02
SPLUS.STRIPE82-0037.16043.griz,25.8386,-0.0528,0,4.82,15.93,0.02
SPLUS.STRIPE82-0037.16445.griz,25.546999999999997,-0.0707,3,3.82,16.46,0.02
SPLUS.STRIPE82-0037.16590.griz,25.094,-0.0775,3,210.19,15.78,0.03
SPLUS.STRIPE82-0037.16953.griz,26.0108,-0.1191,3,145.13,14.07,0.02
SPLUS.STRIPE82-0037.16988.griz,25.0349,-0.0961,0,3.29,16.78,0.02
SPLUS.STRIPE82-0037.17318.griz,25.0856,-0.1137,3,8.97,16.47,0.02
SPLUS.STRIPE82-0037.17701.griz,25.1879,-0.1321,0,3.71,16.08,0.02
SPLUS.STRIPE82-0037.18200.griz,25.570999999999998,-0.6119,2,7.73,16.49,0.02
SPLUS.STRIPE82-0037.18422.griz,26.0892,-0.6091,2,8.23,16.5,0.02
SPLUS.STRIPE82-0037.19176.griz,25.1975,-0.2181,2,12.61,16.53,0.02
SPLUS.STRIPE82-0037.19298.griz,25.0728,-0.2946,2,4.87,14.13,0.02
SPLUS.STRIPE82-0037.19308.griz,26.0097,-0.168,3,63.98,9.07,0.02
SPLUS.STRIPE82-0037.19560.griz,25.3555,-0.2216,0,12.61,16.75,0.02
SPLUS.STRIPE82-0037.19573.griz,25.2511,-0.2209,0,4.56,16.17,0.02
SPLUS.STRIPE82-0037.19720.griz,25.092,-0.2284,0,12.17,16.28,0.02
SPLUS.STRIPE82-0037.19953.griz,24.927,-0.4647,3,11.65,16.94,0.02
SPLUS.STRIPE82-0037.19995.griz,25.2286,-0.245,2,4.44,16.74,0.02
SPLUS.STRIPE82-0037.20237.griz,25.3124,-0.5207,3,9.88,15.96,0.02
SPLUS.STRIPE82-0037.21543.griz,25.6875,-0.3195,0,6.53,16.97,0.02
SPLUS.STRIPE82-0037.22581.griz,25.1373,-0.3495,0,13.08,16.64,0.02
SPLUS.STRIPE82-0037.24423.griz,24.9012,-0.4465,2,5.04,15.31,0.02
SPLUS.STRIPE82-0037.24575.griz,25.3603,-0.4562,0,7.76,16.75,0.02
SPLUS.STRIPE82-0037.24733.griz,25.1059,-0.4586,0,10.44,16.58,0.02
SPLUS.STRIPE82-0037.25618.griz,25.5301,-0.4949,0,7.88,15.92,0.02
SPLUS.STRIPE82-0037.25706.griz,25.4453,-0.5126,3,169.24,12.27,0.02
SPLUS.STRIPE82-0037.25803.griz,25.0603,-0.5151,2,21.8,14.53,0.02
SPLUS.STRIPE82-0037.26807.griz,24.9502,-0.5598,0,5.26,16.63,0.02
SPLUS.STRIPE82-0037.26895.griz,25.3283,-0.5177,3,8.64,15.92,0.03
SPLUS.STRIPE82-0037.27131.griz,25.5851,-0.5760000000000001,0,3.87,16.2,0.02
